people_id,person_hash,party_id,state_id,party,role_id,role,name,first_name,middle_name,last_name,suffix,nickname,district,ftm_eid,votesmart_id,opensecrets_id,knowwho_pid,ballotpedia,bioguide_id,committee_sponsor,committee_id,state_federal
24023,cn8ra6ur,2,52,R,1,Rep,Erin Houchin,Erin,,Houchin,,,HD-IN-9,0,149614,,0,Erin_Houchin,H001093,0,0,16533
24024,1mfvoxo7,1,52,D,1,Rep,Val Hoyle,Val,T.,Hoyle,,,HD-OR-4,0,116336,,0,Val_Hoyle,H001094,0,0,6230
24025,aigqyfff,2,52,R,1,Rep,Wesley Hunt,Wesley,,Hunt,,,HD-TX-38,0,188147,,0,Wesley_Hunt_(Texas_Congress),H001095,0,0,0
24026,jebw9c7u,2,52,R,1,Rep,Harriet Hageman,Harriet,M.,Hageman,,,HD-WY,0,182961,,0,Harriet_Hageman,H001096,0,0,0
24027,37gl3dyr,1,52,D,1,Rep,Glenn Ivey,Glenn,,Ivey,,,HD-MD-4,0,166279,,0,Glenn_Ivey,I000058,0,0,0
24028,ggwf09z2,2,52,R,1,Rep,John James,John,,James,,,HD-MI-10,0,181062,,0,John_James_(Michigan),J000307,0,0,0
24030,ye1dkrv0,1,52,D,1,Rep,Jonathan Jackson,Jonathan,L.,Jackson,,,HD-IL-1,0,204284,,0,Jonathan_Jackson_(Illinois),J000309,0,0,0
24031,v9e6a71p,2,52,R,1,Rep,Thomas Kean,Thomas,H.,Kean,Jr.,,HD-NJ-7,0,43250,,0,Thomas_Kean_Jr.,K000398,0,0,3164
24032,sczd4c5b,2,52,R,1,Rep,Jennifer Kiggans,Jennifer,,Kiggans,,,HD-VA-2,0,186387,,0,Jennifer_Kiggans,K000399,0,0,21448
24033,x3crkx3z,1,52,D,1,Rep,Sydney Kamlager-Dove,Sydney,,Kamlager-Dove,,,HD-CA-37,0,178079,,0,Sydney_Kamlager-Dove,K000400,0,0,19627
24034,5kms13xw,2,52,R,1,Rep,Kevin Kiley,Kevin,,Kiley,,,HD-CA-3,0,169303,,0,Kevin_Kiley,K000401,0,0,18071
24035,cgyrto9z,2,52,R,1,Rep,Anna Luna,Anna,Paulina,Luna,,,HD-FL-13,0,191344,,0,Anna_Paulina_Luna,L000596,0,0,0
24036,w2q3cz7x,2,52,R,1,Rep,Laurel Lee,Laurel,M.,Lee,,,HD-FL-15,0,186114,,0,Laurel_Lee,L000597,0,0,0
24037,atp2pl3v,2,52,R,1,Rep,Nick LaLota,Nicholas,J.,LaLota,,Nick,HD-NY-1,0,191957,,0,Nicholas_J._LaLota,L000598,0,0,0
24038,fgm5xr9f,2,52,R,1,Rep,Michael Lawler,Michael,,Lawler,,,HD-NY-17,0,192271,,0,Michael_Lawler_(New_York),L000599,0,0,22262
24039,a7p72wxh,2,52,R,1,Rep,Nicholas Langworthy,Nicholas,A.,Langworthy,,,HD-NY-23,0,208663,,0,Nicholas_A._Langworthy,L000600,0,0,0
24040,dqvhgpdo,1,52,D,1,Rep,Greg Landsman,Greg,,Landsman,,,HD-OH-1,0,186237,,0,Greg_Landsman,L000601,0,0,0
24041,l6mkki00,1,52,D,1,Rep,Summer Lee,Summer,L.,Lee,,,HD-PA-12,0,179240,,0,Summer_Lee,L000602,0,0,19984
24042,nqkudebp,2,52,R,1,Rep,Morgan Luttrell,Morgan,,Luttrell,,,HD-TX-8,0,200930,,0,Morgan_Luttrell,L000603,0,0,0
24043,9pnzm67a,2,52,R,1,Rep,Cory Mills,Cory,,Mills,,,HD-FL-7,0,209085,,0,Cory_Mills,M001216,0,0,0
24044,fnbvq8zz,1,52,D,1,Rep,Jared Moskowitz,Jared,,Moskowitz,,,HD-FL-23,0,138155,,0,Jared_Moskowitz,M001217,0,0,15621
24045,z1hvio15,2,52,R,1,Rep,Richard McCormick,Richard,,McCormick,,Rich,HD-GA-6,0,189765,,0,Rich_McCormick,M001218,0,0,0
24046,st9wzra0,1,52,D,1,Rep,Morgan McGarvey,Morgan,,McGarvey,,,HD-KY-3,0,139826,,0,Morgan_McGarvey,M001220,0,0,14927
24048,klshbo22,2,52,R,1,Rep,Max Miller,Max,L.,Miller,,,HD-OH-7,0,206947,,0,Max_Miller,M001222,0,0,0
24049,qugy5otc,1,52,D,1,Rep,Seth Magaziner,Seth,,Magaziner,,,HD-RI-2,0,154457,,0,Seth_Magaziner,M001223,0,0,0
24050,61763t2y,2,52,R,1,Rep,Nathaniel Moran,Nathaniel,,Moran,,,HD-TX-1,0,79156,,0,Nathaniel_Moran,M001224,0,0,0
24051,7z1vjzm5,1,52,D,1,Rep,Kevin Mullin,Kevin,,Mullin,,,HD-CA-15,0,105586,,0,Kevin_Mullin_(California),M001225,0,0,14115
24052,xtua7l27,1,52,D,1,Rep,Robert Menendez,Robert,,Menendez,,Rob,HD-NJ-8,0,205678,,0,Rob_Menendez_(New_Jersey),M001226,0,0,0
24053,d6p4ilmt,2,52,R,1,Rep,Zachary Nunn,Zachary,,Nunn,,Zach,HD-IA-3,0,151170,,0,Zach_Nunn,N000193,0,0,17395
24055,nrb9q75z,2,52,R,1,Rep,Andrew Ogles,Andrew,,Ogles,,Andy,HD-TN-5,0,48673,,0,Andrew_Ogles,O000175,0,0,0
24056,6ytb7lul,1,52,D,1,Rep,Brittany Pettersen,Brittany,,Pettersen,,,HD-CO-7,0,138744,,0,Brittany_Pettersen,P000620,0,0,14279
24057,l0ympizj,1,52,D,1,Rep,Delia Ramirez,Delia,C.,Ramirez,,,HD-IL-3,0,177128,,0,Delia_Ramirez,R000617,0,0,20195
24058,1ezf6heo,2,52,R,1,Rep,Dale Strong,Dale,W.,Strong,,,HD-AL-5,0,81485,,0,Dale_Strong,S001220,0,0,0
24059,j4jwsyw5,1,52,D,1,Rep,Hillary Scholten,Hillary,J.,Scholten,,,HD-MI-3,0,191584,,0,Hillary_Scholten,S001221,0,0,0
24061,w00dbdao,1,52,D,1,Rep,Emilia Sykes,Emilia,Strong,Sykes,,,HD-OH-13,0,152164,,0,Emilia_Sykes,S001223,0,0,16970
24062,4sbc6bxz,2,52,R,1,Rep,Keith Self,Keith,,Self,,,HD-TX-3,0,97491,,0,Keith_Self,S001224,0,0,0
24063,ycb7okbe,1,52,D,1,Rep,Eric Sorensen,Eric,,Sorensen,,,HD-IL-17,0,204339,,0,Eric_Sorensen,S001225,0,0,0
24064,f59u7g2h,1,52,D,1,Rep,Andrea Salinas,Andrea,,Salinas,,,HD-OR-6,0,178196,,0,Andrea_Salinas,S001226,0,0,19541
24065,u7dspu3v,1,52,D,1,Rep,Jill Tokuda,Jill,N.,Tokuda,,,HD-HI-2,0,68493,,0,Jill_Tokuda,T000487,0,0,8449
24066,bg5uyv29,1,52,D,1,Rep,Shri Thanedar,Shri,,Thanedar,,,HD-MI-13,0,182346,,0,Shri_Thanedar,T000488,0,0,22479
24067,5u3zr6ni,2,52,R,1,Rep,Derrick Van Orden,Derrick,,Van Orden,,,HD-WI-3,0,192343,,0,Derrick_Van_Orden,V000135,0,0,0
24068,t1eird11,1,52,D,1,Rep,Gabe Vasquez,Gabriel,,Vasquez,,Gabe,HD-NM-2,0,192343,,0,Gabriel_Vasquez,V000136,0,0,0
24071,zpq5ktdu,2,52,R,1,Rep,James Moylan,James,C.,Moylan,,,HD-GU,0,209781,,0,James_Moylan,M001219,0,0,0
24548,fqwttmu8,2,52,R,2,Sen,Katie Boyd Britt,Katie,,Boyd Britt,,,SD-AL,0,201704,,596651,Katie_Britt,B001319,0,0,0
24549,fiejoqwt,1,52,D,2,Sen,John Fetterman,John,K.,Fetterman,,,SD-PA,15982010,166286,,552695,John_Fetterman,F000479,0,0,0
24828,va2e2x80,2,52,R,2,Sen,J.D. Vance,J.D.,,Vance,,,SD-OH,0,201794,,781111,J.D._Vance,V000137,0,0,0
24863,22ao4tcr,2,52,R,2,Sen,Pete Ricketts,John,Peter,Ricketts,,Pete,SD-NE,5723939,57777,,0,Pete_Ricketts,R000618,0,0,0
24864,1pl5bq82,2,52,R,2,Sen,Eric Schmitt,Eric,,Schmitt,,,SD-MO,6676482,150182,,229398,Eric_Schmitt,S001227,0,0,7692
24913,nur3um73,1,52,D,1,Rep,Jennifer McClellan,Jennifer,,McClellan,,,HD-VA-4,5703418,58655,,241253,Jennifer_McClellan,M001227,0,0,718
24963,00oe17xw,1,52,D,1,Rep,Gabe Amo,Gabe,,Amo,,,HD-RI-1,0,212295,,0,Gabe_Amo,A000380,0,0,0
24984,et1nurfl,2,52,R,1,Rep,Celeste Maloy,Celeste,,Maloy,,,HD-UT-2,0,212289,,0,Celeste_Maloy,M001228,0,0,0
25201,b1ts1aiw,1,52,D,1,Rep,Timothy Kennedy,Timothy,M.,Kennedy,,Tim,HD-NY-26,4689854,91670,,0,Tim_Kennedy_(New_York),K000402,0,0,11114
25204,07ojd34c,2,52,R,1,Rep,Vince Fong,Vince,,Fong,,,HD-CA-20,39707425,169357,,224498,Vince_Fong,F000480,0,0,19330
25207,ymurg8sq,2,52,R,1,Rep,Michael Rulli,Michael,A.,Rulli,,,HD-OH-6,44423028,179016,,0,Michael_Rulli,R000619,0,0,20198
25216,k7tkktgp,1,52,D,1,Rep,LaMonica McIver,LaMonica,,McIver,,,HD-NJ-10,0,186801,,0,LaMonica_McIver,M001229,0,0,0
25234,d2psfvlf,2,52,R,1,Rep,Tony Wied,Tony,,Wied,,,HD-WI-8,0,218131,,0,Tony_Wied,W000829,0,0,0
25861,614bg891,1,52,D,1,Rep,Adam Gray,Adam,,Gray,,,HD-CA-13,0,138552,,0,Adam_Gray,G000605,0,0,14106
25862,brp2ae7m,1,52,D,1,Rep,April McClain-Delaney,April,,McClain-Delaney,,,HD-MD-6,0,214608,,0,April_McClain-Delaney,M001232,0,0,0
25863,ezntkndp,1,52,D,1,Rep,Cleo Fields,Cleo,,Fields,,,HD-LA-6,0,26878,,0,Cleo_Fields,F000110,0,0,21581
25864,o1jehm58,1,52,D,1,Rep,Dave Min,Dave,,Min,,,HD-CA-47,0,179392,,0,Dave_Min,M001241,0,0,21727
25865,wha125n0,1,52,D,1,Rep,Derek Tran,Derek,,Tran,,,HD-CA-45,0,213645,,0,Derek_Tran,T000491,0,0,0
25866,nq82m7ba,1,52,D,1,Rep,Emily Randall,Emily,,Randall,,,HD-WA-6,0,183038,,0,Emily_Randall,R000621,0,0,20598
25867,3p9b4j8h,1,52,D,1,Rep,Eugene Vindman,Eugene ,Simon,Vindman,,,HD-VA-7,0,216844,,0,Eugene_Vindman,V000138,0,0,0
25868,b2covrf3,1,52,D,1,Rep,George Latimer,George,,Latimer,,,HD-NY-16,0,44173,,0,George_Latimer_(New_York),L000606,0,0,1331
25869,uaqclynu,1,52,D,1,Rep,George Whitesides,George,,Whitesides,,,HD-CA-27,0,213585,,0,George_Whitesides,W000830,0,0,0
25870,dzkh1g3u,1,52,D,1,Rep,Herbert Conaway Jr.,Herbert,C.,Conaway,Jr.,,HD-NJ-3,0,24716,,0,Herbert_Conaway_Jr.,C001136,0,0,3127
25871,dhci8snf,1,52,D,1,Rep,Janelle Bynum,Janelle,S.,Bynum,,,HD-OR-5,0,168102,,0,Janelle_Bynum,B001326,0,0,18598
25872,19m2p8qr,1,52,D,1,Rep,John Mannion,John,W.,Mannion,,,HD-NY-22,0,185053,,0,John_Mannion,M001231,0,0,21905
25873,k6ten0yn,1,52,D,1,Rep,Johnny Olszewski,Johnny,,Olszewski,Jr.,John,HD-MD-2,0,67095,,0,John_Olszewski_Jr.,O000176,0,0,4599
25874,ytbkp89m,1,52,D,1,Rep,Josh Riley,Josh,,Riley,,,HD-NY-19,0,205997,,0,Josh_Riley,R000622,0,0,0
25875,o69uem0m,1,52,D,1,Rep,Julie Johnson,Julie,,Johnson,,,HD-TX-32,0,177532,,0,Julie_Johnson,J000310,0,0,20239
25876,iatau0oi,1,52,D,1,Rep,Kelly Morrison,Kelly,,Morrison,,,HD-MN-3,0,183781,,0,Kelly_Morrison,M001234,0,0,20456
25877,xf8vmbdv,1,52,D,1,Rep,Kristen McDonald Rivet,Kristen McDonald,,Rivet,,,HD-MI-8,0,199213,,0,Kristen_McDonald_Rivet,M001237,0,0,24345
25878,8pq4fcsg,1,52,D,1,Rep,Lateefah Simon,Lateefah,,Simon,,,HD-CA-12,0,213551,,0,Lateefah_Simon,S001231,0,0,0
25879,kofjxtfe,1,52,D,1,Rep,Laura Friedman,Laura,,Friedman,,,HD-CA-30,0,111792,,0,Laura_Friedman,F000483,0,0,18077
25880,ljc7sc87,1,52,D,1,Rep,Laura Gillen,Laura,,Gillen,,,HD-NY-4,0,208621,,0,Laura_Gillen,G000602,0,0,0
25881,sksnv48t,1,52,D,1,Rep,Luz Rivas,Luz,Maria,Rivas,,,HD-CA-29,0,178070,,0,Luz_Maria_Rivas,R000620,0,0,19659
25882,d31wj6qn,1,52,D,1,Rep,Maggie Goodlander,Maggie,,Goodlander,,,HD-NH-2,0,218522,,0,Maggie_Goodlander,G000604,0,0,0
25883,xy2ps2eg,1,52,D,1,Rep,Maxine Dexter,Maxine,,Dexter,,,HD-OR-3,0,190844,,0,Maxine_Dexter,D000635,0,0,21655
25884,yoh7rn91,1,52,D,1,Rep,Nellie Pou,Nellie,,Pou,,,HD-NJ-9,0,15181,,0,Nellie_Pou,P000621,0,0,3126
25885,6f50im9o,1,52,D,1,Rep,Pablo Jose Hernandez,Pablo Jose,,Hernandez,,,HD-PR,0,0,,0,Pablo_Jose_Hernandez_Rivera,H001103,0,0,0
25886,1ra3zvfz,1,52,D,1,Rep,Sam Liccardo,Sam,T.,Liccardo,,,HD-CA-16,0,70450,,0,Sam_Liccardo,L000607,0,0,0
25887,xbyywbsk,1,52,D,1,Rep,Sarah Elfreth,Sarah,,Elfreth,,,HD-MD-3,0,178463,,0,Sarah_Elfreth,E000301,0,0,20685
25888,31l0etkl,1,52,D,1,Rep,Sarah McBride,Sarah,,McBride,,,HD-DE,0,195142,,0,Sarah_McBride,M001238,0,0,21736
25889,zq4yt12x,1,52,D,1,Rep,Shomari Figures,Shomari,,Figures,,,HD-AL-2,0,212889,,0,Shomari_Figures,F000481,0,0,0
25890,wr3i3y6u,1,52,D,1,Rep,Suhas Subramanyam,Suhas,,Subramanyam,,,HD-VA-10,0,186400,,0,Suhas_Subramanyam,S001230,0,0,21407
25891,4dt12hse,1,52,D,1,Rep,Sylvester Turner,Sylvester,,Turner,,,HD-TX-18,0,8018,,0,Sylvester_Turner,T000489,0,0,5992
25892,7lrnyas9,1,52,D,1,Rep,Wesley Bell,Wesley,,Bell,,,HD-MO-1,0,217416,,0,Wesley_Bell,B001324,0,0,0
25893,lf6xzm8t,1,52,D,1,Rep,Yassamin Ansari,Yassamin,,Ansari,,,HD-AZ-3,0,201437,,0,Yassamin_Ansari,A000381,0,0,0
25894,zqnmbkri,2,52,R,1,Rep,Abraham Hamadeh,Abraham,J.,Hamadeh,,,HD-AZ-8,0,205532,,0,Abraham_Hamadeh,H001098,0,0,0
25895,s5yh413t,2,52,R,1,Rep,Addison McDowell,Addison,P.,McDowell,,,HD-NC-6,0,213685,,0,Addison_McDowell,M001240,0,0,0
25896,hx64tl1y,2,52,R,1,Rep,Brad Knott,Brad,,Knott,,,HD-NC-13,0,213703,,0,Brad_Knott,K000405,0,0,0
25897,pd9e0umy,2,52,R,1,Rep,Brandon Gill,Brandon,,Gill,,,HD-TX-26,0,213266,,0,Brandon_Gill,G000603,0,0,0
25898,1gebwnl3,2,52,R,1,Rep,Brian Jack,Brian,,Jack,,,HD-GA-3,0,215141,,0,Brian_Jack,J000311,0,0,0
25899,t0p0lmqf,2,52,R,1,Rep,Craig Goldman,Craig,A.,Goldman,,,HD-TX-12,0,138373,,0,Craig_Goldman,G000601,0,0,15408
25900,750b5xzx,2,52,R,1,Rep,David Taylor,David,J.,Taylor,,,HD-OH-2,0,213920,,0,David_Taylor_(Ohio),T000490,0,0,0
25901,vbgn9mnu,2,52,R,1,Rep,Derek Schmidt,Derek,,Schmidt,,,HD-KS-2,0,34451,,0,Derek_Schmidt,S001228,0,0,6829
25902,ksk8akfi,2,52,R,1,Rep,Gabe Evans,Gabe,,Evans,,,HD-CO-8,0,206217,,0,Gabe_Evans,E000300,0,0,23953
25903,gc0c25tk,2,52,R,1,Rep,Jeff Crank,Jeff,,Crank,,,HD-CO-5,0,66946,,0,Jeff_Crank,C001137,0,0,0
25904,ww3cp0ot,2,52,R,1,Rep,Jeff Hurd,Jeff,,Hurd,,,HD-CO-3,0,217034,,0,Jeff_Hurd,H001100,0,0,0
25905,o1w8gojm,2,52,R,1,Rep,Jefferson Shreve,Jefferson,,Shreve,,,HD-IN-6,0,148154,,0,Jefferson_Shreve,S001229,0,0,0
25906,kzh33bzo,2,52,R,1,Rep,John McGuire,John,J.,McGuire,III,,HD-VA-5,0,176388,,0,John_McGuire,M001239,0,0,19503
25907,0h3wq1bx,2,52,R,1,Rep,Julie Fedorchak,Julie,,Fedorchak,,,HD-ND,0,144276,,0,Julie_Fedorchak,F000482,0,0,0
25908,350ualnf,2,52,R,1,Rep,Kimberlyn King-Hinds,Kimberlyn,,King-Hinds,,,HD-MP,0,117329,,0,Kimberlyn_King-Hinds,K000404,0,0,11085
25909,c2pzxtq6,2,52,R,1,Rep,Mark Harris,Mark,,Harris,,,HD-NC-8,0,146230,,0,Mark_Harris_(North_Carolina),H001102,0,0,0
25910,0ub5dfwv,2,52,R,1,Rep,Mark Messmer,Mark,B.,Messmer,,,HD-IN-8,0,102958,,0,Mark_Messmer,M001233,0,0,5541
25911,6za8jc87,2,52,R,1,Rep,Michael Baumgartner,Michael,,Baumgartner,,,HD-WA-5,0,126301,,0,Michael_Baumgartner_(Washington),B001322,0,0,11022
25912,ocnk7got,2,52,R,1,Rep,Mike Haridopolos,Mike,,Haridopolos,,,HD-FL-8,0,53952,,0,Mike_Haridopolos,H001099,0,0,1753
25913,xm80s9bi,2,52,R,1,Rep,Mike Kennedy,Mike,,Kennedy,,,HD-UT-3,0,137469,,0,Mike_Kennedy_(Utah),K000403,0,0,14566
25914,4xi5hq2w,2,52,R,1,Rep,Nicholas Begich,Nicholas,J.,Begich,,III,HD-AK,0,207684,,0,Nicholas_Begich,B001323,0,0,0
25915,lnil080m,2,52,R,1,Rep,Pat Harrigan,Pat,,Harrigan,,,HD-NC-10,0,202557,,0,Pat_Harrigan,H001101,0,0,0
25916,049hs368,2,52,R,1,Rep,Riley Moore,Riley,M.,Moore,,,HD-WV-2,0,167483,,0,Riley_Moore,M001235,0,0,19331
25917,nof6k9hl,2,52,R,1,Rep,Robert Bresnahan,Robert,P.,Bresnahan,Jr.,,HD-PA-8,0,214735,,0,Rob_Bresnahan_Jr.,B001327,0,0,0
25918,nd0rdzm8,2,52,R,1,Rep,Robert Onder,Robert,F.,Onder,Jr.,,HD-MO-3,0,200275,,0,"Robert_Onder,_Jr.",O000177,0,0,0
25919,qarvl1kr,2,52,R,1,Rep,Ryan Mackenzie,Ryan,,Mackenzie,,,HD-PA-7,0,136465,,0,Ryan_Mackenzie,M001230,0,0,13960
25920,msgzjbqh,2,52,R,1,Rep,Sheri Biggs,Sheri,,Biggs,,,HD-SC-3,0,216183,,0,Sheri_Biggs,B001325,0,0,0
25921,xwiwndgf,2,52,R,1,Rep,Tim Moore,Tim,K.,Moore,,,HD-NC-14,0,41316,,0,Timothy_K._Moore,M001236,0,0,2111
25922,mogontjh,2,52,R,1,Rep,Tom Barrett,Tom,,Barrett,,,HD-MI-7,0,153540,,0,Tom_Barrett_(Michigan),B001321,0,0,17015
25923,86foph55,2,52,R,1,Rep,Troy Downing,Troy,,Downing,,,HD-MT-2,0,178611,,0,Troy_Downing,D000634,0,0,0
25924,jzakc55p,1,52,D,2,Sen,Angela Alsobrooks,Angela,D.,Alsobrooks,,,SD-MD,0,212637,,0,Angela_Alsobrooks,A000382,0,0,0
25925,zh2qm4l7,2,52,R,2,Sen,Bernie Moreno,Bernie,,Moreno,,,SD-OH,0,201791,,0,Bernie_Moreno,M001242,0,0,0
25926,yylaj0c0,2,52,R,2,Sen,David McCormick,David,,McCormick,,,SD-PA,0,202978,,0,David_McCormick_(Pennsylvania),M001243,0,0,0
25927,0g0jl06y,2,52,R,2,Sen,Tim Sheehy,Tim,,Sheehy,,,SD-MT,0,215303,,0,Tim_Sheehy,S001232,0,0,0
26356,loh2846t,2,52,R,2,Sen,James Justice,James,C.,Justice,,,SD-WV,3798210,166287,,0,Jim_Justice,J000312,0,0,0
26387,qt1zhf9j,2,52,R,2,Sen,Jon Husted,Jon,,Husted,,,SD-OH,2753619,45796,,0,Jon_Husted,H001104,0,0,564
26388,feuhadew,2,52,R,2,Sen,Ashley Moody,Ashley,,Moody,,,SD-FL,1835686,183198,,0,Ashley_B._Moody,M001244,0,0,0
